词语	极性
断齑塊粥	1
钝口拙腮	2
遁逸无闷	0
多能多艺	1
阿世取容	2
峨峨洋洋	0
恶衣粝食	1
饿死事小，失节事大	0
发上指冠	0
翻手云覆手雨	2
反风灭火	1
饭囊衣架	2
方兴未已	1
放僻邪侈	2
飞蛾投火	0
飞檐走壁	1
废私立公	1
分金掰两	2
分丝析缕	1
焚香顶礼	0
奋武扬威	1
丰功茂德	1
风言醋语	2
风雨漂摇	0
风中秉烛	0
河蟹	2
黑暗	2
哄动	0
鸿门宴	0
忽悠	2
虎穴	2
低回	1
敌忾	1
嫡派	1
抵御	1
地区霸权主义	2
调侃	1
良家	1
亮察	0
劣马	2
流寇主义	2
留恋	0
误杀	0
西施	1
惜别	1
洗尘	1
喜果	0
喜糖	0
细工	0
下不来	0
下酒	0
仙逝	1
纤纤	1
闲扯	0
闲事	0
贤契	1
显形	2
险乎	0
现世	2
润饰	1
撒酒疯	2
散毒	2
丧服	2
臊气	2
嫂嫂	1
沙场	2
晒暖儿	1
善处	1
善于	1
伤口	2
商议	1
赏脸	1
上第	1
上将	1
上校	1
抛售	0
袍泽	1
跑警报	2
泡病号	2
陪吊	0
赔偿	0
配合	1
膨胀	0
批颊	0
劈里啪啦	0
疲竭	0
仳离	0
偏劳	0
偏向	2
漂亮	1
飘洒	1
撇脱	1
贫骨头	2
聘任	0
平价	0
平平当当	0
平息	0
凭眺	0
屏绝	0
泼辣	2
燎若观火	1
烈火乾柴	0
林下风范	1
麟子凤雏	1
灵心慧齿	1
凛若冰霜	2
另楚寒巫	2
流水不腐，户枢不蝼	1
流言飞语	2
流风馀韵	1
流离播迁	1
柳泣花啼	2
柳圣花神	1
柳绿桃红	1
六出奇计	1
六朝金粉	2
龙心凤肝	1
龙江虎浪	2
龙威虎震	1
龙飞虎跳	1
龙蛇混杂	2
龙翔虎跃	1
龙精虎猛	1
龙翰凤翼	1
龙雕凤咀	1
龙攀凤附	1
龙跃虎踞	1
镂心鉥肝	1
镂金铺翠	1
戮力同心	1
鲁鱼帝虎	2
陆离光怪	1
鹿驯豕暴	2
路叟之忧	2
露钞雪纂	1
鸾分凤离	2
鸾飞凤翥	1
鸾凤分飞	1
乱作一团	2
论长说短	2
论德使能	1
驴脣马觜	2
旅进旅退	2
履薄临深	0
马上房子	2
马足龙沙	1
马腹逃鞭	2
买笑迎欢	2
麦秀两岐	1
卖兒贴妇	2
卖笑追欢	2
谩天谩地	2
满坐风生	1
慢藏诲盗	2
忙不择价	2
毛羽未丰	2
冒名接脚	2
没世不渝	1
没可奈何	2
没精塌彩	2
门墙桃李	1
梦魂颠倒	2
迷花沾草	2
迷离徜恍	2
靡然向风	1
靡靡之声	2
胡思乱量	2
胡诌乱道	2
鹘入鸦群	1
哗世取名	2
化腐成奇	1
怀金拖紫	0
坏植散群	0
还年驻色	0
涣若冰消	1
黄人守日	1
黄雀衔环	1
黄锺毁弃	0
灰心丧意	0
灰头土面	0
晖光日新	1
回生起死	1
回邪入正	1
毁不灭性	0
讳树数马	1
昏昏欲睡	0
浑沦吞枣	2
混然天成	1
魂不负体	0
魂飞魄荡	0
魂耗魄丧	0
魂慴色沮	0
魂惊魄落	0
活龙鲜健	1
火妻灰子	2
获兔烹狗	0
祸枣灾梨	0
豁然顿悟	1
饥不暇食	1
机杼一家	1
汲汲顾影	0
鸡骨支床	1
鹡鸰在原	1
吉网罗钳	2
即鹿无虞	2
急痛攻心	0
济人利物	1
计出无聊	0
计穷智极	0
寄人檐下	2
加膝坠渊	2
家烦宅乱	0
颊上三毛	1
假誉驰声	2
坚苦卓绝	1
拣精拣肥	2
君子国	1
开眼	1
交火	0
娇客	1
蕉萃	0
脚气	0
教唆犯	2
疖子	0
揭露	0
劫数	0
结义	0
截击	0
解闷	0
戒律	0
金箍棒	1
金字招牌	1
远虑深谋	1
月露之体	2
云中仙鹤	1
云消雾散	0
云窗月帐	1
允执其中	1
咂嘴咂舌	0
赃私狼藉	2
早朝晏罢	1
造恶不悛	2
贼臣逆子	2
札手舞脚	2
沾泥带水	2
斩关夺隘	1
战战业业	0
招花惹草	2
昭聋发聩	1
朝歌夜弦	2
真知卓见	1
枕善而居	1
正视绳行	1
枝叶扶苏	1
直内方外	1
植发穿冠	0
指手划脚	2
指雁为羹	2
伪军	2
委宛	1
畏途	0
文化买办	2
问好	0
污毒	2
无方	2
投间抵隙	2
徒托空言	2
途穷日暮	2
土偶蒙金	2
吐故纳新	1
兔走乌飞	0
团头聚面	1
推亡固存	1
推乾就湿	1
推聋妆哑	2
退食从容	1
吞炭漆身	1
屯毛不辨	2
讬凤攀龙	2
脱天漏网	1
唾壶敲缺	2
瓦釜雷鸣	2
歪心邪意	2
外感内伤	2
弯腰捧腹	1
完璧归赵	1
玩岁愒时	2
亡不旋跬	2
亡国之音	2
亡可奈何	2
枉己正人	2
枉费工夫	2
妄谈祸福	2
忘餐废寝	1
望风而遁	2
望峰息心	2
望尘拜伏	2
危言逆耳	1
威风八面	1
煨乾就湿	1
为鬼为蜮	2
为德不终	2
为渊驱鱼，为丛驱雀	2
违世绝俗	1
违强陵弱	2
帷箔不修	2
惟日不足	2
嵬目鸿耳	1
未可同日而语	1
未竟之志	2
偎乾就湿	1
温生绝裾	1
温情蜜意	1
文身翦发	2
文星高照	1
文章巨公	1
文深网密	1
文韬武略	1
闻所不闻	1
闻风远遁	2
问安视寝	1
问诸水滨	2
瓮声甕气	2
握拳透爪	2
污手垢面	2
乌飞兔走	2
屋下作屋	2
无了根蒂	2
无孔不钻	2
无可比伦	1
无乎不可	1
无地自处	2
无名之璞	1
无如奈何	2
无拘无缚	1
无往不胜	1
无所用之	2
无所施其技	2
无毒不丈夫	2
无计可奈	2
无倚无靠	2
无能为役	2
无胫而至	1
无为而成	1
铁人	1
停学	2
通奸	2
统帅	1
偷嘴	2
头羊	1
图腾崇拜	1
土石方	2
推托	1
颓废主义	2
活罪	2
积怨	0
急用	0
害兽	0
呵喝	0
和事老	0
面面相睹	2
面誉背非	2
民安物阜	1
民膏民脂	1
名公钜卿	1
明月入怀	1
明堂正道	1
铭肤镂骨	1
磨而不磷，涅而不缁	1
目光如鼠	2
目动言肆	2
目击道存	1
沐日浴月	1
拿班做势	2
囊锥露颖	1
能言快语	1
泥猪癞狗	2
拈酸吃醋	2
鸟骇鼠窜	2
啮血沁骨	1
浓桃艳李	1
女中尧舜	1
攀炎附热	2
旁摇阴煽	2
十世单传	1
十米九糠	2
十发十中	1
识才尊贤	1
识微见几	1
拾陈蹈故	2
食不重肉	1
食饥息劳	1
使乖弄巧	2
屎屁直流	2
事与原违	2
饰非养过	2
视民如子	1
视同拱璧	1
视远步高	2
室徒四壁	2
誓死不渝	1
適性任情	1
手不应心	2
手脚乾净	1
首善之地	1
书生之见	2
输心服意	1
鼠入牛角	2
鼠屎汙羹	2
鼠臂虮肝	2
数典忘祖	2
束手无计	2
束手听命	2
树同拔异	2
鉥心刿肾	1
霜露之悲	2
水月观音	1
水明山秀	1
顺口开河	2
顺风行船	1
说白道黑	2
司马青衫	2
死有余责	2
死别生离	2
死样活气	2
四海皆兄弟	1
带孝	1
捣毁	2
道谢	0
便当	1
变脸	2
变心	2
辩护	1
表演艺术	1
缤纷	1
殡仪馆	2
兵变	2
饼干	1
病床	2
病害	2
病象	2
波荡	2
伯祖	1
博览会	1
补考	2
不啻	2
不够	2
不可	2
不敏	2
不如	1
不外	2
不消	2
献花	0
乡音	0
相扰	0
翔实	0
响应	0
向学	1
消极防御	0
消息	0
小抄儿	2
小可	0
小生	0
笑剧	0
啸傲	1
斜睨	0
韶华	1
舍弃	2
申谢	1
身世	2
深意	1
神武	1
哂纳	1
升学	1
生趣	1
胜迹	1
失掉	2
失口	2
失窃	2
失手	2
眷眷	0
俊杰	1
开展	1
割爱	0
姑妄言之	0
交响乐队	0
骄蹇	2
绞杀战	2
剿除	1
阶级斗争	1
嗟悔	0
节骨眼	0
结伴	0
桀骜	0
解数	0
借故	2
金銮殿	1
闹别扭	2
能事	1
拥抱	1
优渥	1
悠谬	2
游戏	0
友人	1
余悸	0
窳惰	2
肠阻塞	2
唱对台戏	2
超级大国	1
朝奉	1
沉吟	2
诚意	1
吃不来	2
吃得住	1
痴想	2
笔大如椽	1
碧鬟红袖	1
辩口利舌	1
标新领异	1
别开一格	1
冰寒于水	1
兵强则灭	1
并容徧覆	1
播穅眯目	2
博闻强志	1
不同戴天	0
不直一文	2
不知疼痒	2
不食烟火	1
不爽累黍	1
不落边际	2
不经之语	2
不择生冷	2
不避斧钺	2
不识局面	2
不辩菽麦	2
材轻德薄	0
采兰赠药	0
惨绿年华	1
差若毫釐，谬以千里	2
豺狼横道	2
倡条冶叶	1
长林丰草	1
长戟高门	1
远谋深算	1
月白风清	0
刖趾適屦	2
云中白鹤	1
云容月貌	1
云窗霞户	1
允执厥中	1
咂嘴舔脣	0
赃私狼籍	2
澡身浴德	1
造茧自缚	0
贼臣乱子	2
乍毛变色	0
沾风惹草	2
展眼舒眉	0
湛恩汪濊	1
招事惹非	2
朝生夕死	0
朝歌暮弦	2
真金烈火	1
枕籍经史	1
正大堂皇	1
证龟成鳖	2
脂膏莫润	1
直言切谏	1
植发冲冠	0
指李推张	2
指瑕造隙	2
面如灰土	0
面谀背毁	2
妙想天开	1
民淳俗厚	1
名公巨卿	1
明公正气	1
明心见性	1
鸣凤朝阳	1
谬想天开	2
磨砻底厉	0
目不苟视	1
目眐心骇	0
目睫之论	2
目瞪心骇	0
拏风跃云	1
难分难舍	1
能牙利齿	1
泥车瓦马	2
逆天暴物	2
黏皮着骨	2
鸟惊鼠窜	2
牛羊勿践	1
弄影团风	0
怕痛怕痒	2
旁门小道	2
鹏霄万里	1
十光五色	1
十眠九坐	2
时亨运泰	1
识时达务	1
识变从宜	1
食不充饥	2
食不终味	2
食荼卧棘	2
使心作倖	2
使酒骂座	2
事倍功半	1
饰非拒谏	2
视人如伤	1
视死犹归	1
视财如命	2
室如县罄	2
誓以皦日	1
適可而止	1
適得其反	2
手到擒来	1
守缺抱残	2
兽心人面	2
叔度陂湖	1
熟路轻车	1
鼠肝虫臂	2
鼠腹蜗肠	2
鼠窃狗偷	2
束手坐视	2
束手就殪	2
束蒲为脯	2
竖子成名	2
双凫一雁	2
水天一色	1
水长船高	1
水涨船高	1
顺我者生，逆我者死	2
顺风张帆	1
说是谈非	2
死乞百赖	2
死灰槁木	2
死败涂地	2
死声淘气	2
胡作乱为	2
胡越同舟	1
鹄形鸟面	0
怙才骄物	2
化及豚鱼	1
滑泥扬波	2
怀道迷邦	0
欢迸乱跳	1
还乡昼锦	0
涣尔冰开	1
黄口孺子	2
黄发台背	0
黄钟毁弃	0
灰身粉骨	0
挥戈退日	1
麾之即去	0
回春妙手	1
回肠伤气	1
毁车杀马	0
诲淫诲盗	2
昏定晨省	1
浑金白玉	1
混混噩噩	2
魂不著体	0
魂飞胆丧	0
魂消胆丧	0
魂销肠断	0
活天冤枉	0
火上加油	2
火树琪花	0
祸不旋踵	0
惑世盗名	0
击楫中流	1
饥寒交切	0
机变如神	1
鸡犬升天	2
鸡飞狗跳	2
及溺呼船	0
极重难返	2
急公好施	1
集矢之的	2
计日以待	0
计无由出	0
计获事足	0
骥服盐车	0
家反宅乱	0
嘉言善行	1
假公营私	2
架海金梁	1
肩劳任怨	1
古典	1
故技	3
怪谲	0
过甚	0
寒噤	0
合得来	0
豁出去	0
火辣辣	0
急赤白脸	0
忌讳	0
云雨巫山	1
自拔来归	1
百舍重趼	2
艰苦朴素	1
卜昼卜夜	2
"上无片瓦,下无插针之地"	2
厭齑暮盐	2
饫甘餍肥	2
委肉虎蹊	2
鸿雁哀鸣	2
八卦	2
跋涉	0
罢了	0
摆弄	0
败阵	2
拜年	1
班班	1
伴同	0
帮助	1
包打听	2
满足	1
美气	1
蒙难	2
投膏止火	2
徒拥虚名	2
土壤细流	0
吐刚茹柔	2
兔缺乌沈	0
抟心揖志	1
推枯折腐	2
推贤让能	1
颓垣断堑	2
吞舟是漏	2
吞声饮泣	2
讬公行私	2
拖青纡紫	1
唾手可得	1
挖耳当招	2
瓦器蚌盘	2
外强中乾	2
外彊中乾	2
剜肉医疮	2
玩时愒日	2
顽廉懦立	1
亡国大夫	2
亡魂失魄	2
枉口拔舌	2
枉物难消	2
枉墨矫绳	2
忘啜废枕	1
望其项背	1
望风希指	2
望尘而拜	0
望影揣情	1
危急存亡	0
微言大谊	1
为非作恶	2
违天害理	2
违条舞法	2
唯妙唯肖	1
帏薄不修	2
惟利是趋	2
委曲求全	1
未知万一	2
位极人臣	1
魏颗结草	1
温凊定省	1
文江学海	1
文采风流	1
文婪武嬉	2
文章钜公	1
文经武略	1
文过遂非	2
闻风而动	1
问一答十	1
问道於盲	2
瓮里醯鸡	2
握风捕影	2
握发吐哺	1
乌衣之游	1
巫云楚雨	1
无人之地	2
无毛大虫	2
无功受禄	2
无可柰何	2
无地可容	2
无名小卒	2
无米之炊	2
无私有弊	2
无明业火	2
无所不备	1
无所畏惮	1
无服之殇	2
无风作浪	2
无洞掘蟹	2
无家无室	2
无偏无陂	1
无情无绪	2
无间可乘	2
丢掉	0
冻伤	2
毒瘤	2
渡江战役	1
对得起	0
眼晕	2
阳间	1
老好人	2
唠扯	1
老实巴交	1
雷害	2
泪珠	1
冷淡	2
离婚	0
例行公事	2
迫临	0
破戒	0
掊击	0
扑闪	0
蒲柳	1
七…八…	0
嘁哩喀喳	1
齐心	0
奇闻	0
颀长	0
企求	0
起根	0
起誓	1
气色	0
气质	1
契友	1
洽商	0
千里驹	1
牵就	2
前锋	0
虔婆	0
画无人色	2
慌不择路	2
闻雷失箸	2
惊心悼胆	2
恨相知晚	1
双宿双飞	1
眼中钉	2
谢天谢地	1
扣人心弦	1
思同再造	1
一言半语	0
打开天窗说亮话	1
理直气壮	1
轻嘴薄舌	2
谆谆告诫	1
街谈巷议	0
众口铄金	0
哑口无言	2
无可讳言	1
仇人快语	1
指天画他	2
唇枪舌剑	2
话中有话	2
说三道四	2
徒读父书	2
言外之意	2
精金良玉	1
草木知威	1
绝甘分少	1
老骤伏枥	1
迎头赶上	1
大节不夺	1
舍身求法	1
志坚行苦	1
推诚相信	1
功薄蝉翼	1
知之为知之	1
面面相窥	2
面誉背毁	2
民安国泰	1
名不虚立	1
名卿钜公	1
明月清风	1
明抢暗偷	2
命薄缘慳	2
磨形炼性	1
谋图不轨	2
目使颐令	2
目量意营	1
目瞪口歪	0
沐仁浴义	1
拿粗挟细	2
挠腮撧耳	2
能言快说	1
泥古拘方	2
拈酸泼醋	2
鸟声兽心	2
嗫嚅小兒	2
弄鬼妆幺	2
呕心抽肠	2
攀高结贵	2
庖丁解牛	1
权略	0
劝和	0
却步	2
苒弱	0
让座	1
热乎乎	0
人道	1
人民战争	0
人生观	0
人证	0
认输	2
任职	0
戎首	2
容光	1
容止	1
肉刑	0
如许	0
入超	0
入选	1
润笔	0
行不副言	2
形孤影只	1
形影相随	1
胸有邱壑	1
朽木不可雕	2
悬灯结彩	1
雪里送炭	1
衙官屈宋	1
言笑自若	1
研精覃思	1
掩耳盗锺	2
燕歌赵舞	1
阳春白雪	1
夭桃襛李	1
野鹤孤云	1
说情	2
私访	1
松口	0
素淡	1
风吹雨打	0
风雨晦暝	2
峰回路转	0
凤吟鸾吹	1
凤翥龙骧	1
凤采鸾章	1
奉令承教	1
佛头着粪	1
肤末支离	2
扶正黜邪	1
扶墙摸壁	2
浮花浪蕊	2
福无双至，祸不单行	1
孚尹明达	1
俯首弭耳	1
黼国黻家	1
负材矜地	2
负气含灵	1
附会穿凿	2
附骥攀鳞	2
腹心之患	0
腹热肠荒	0
改恶为善	1
乾净利落	1
甘旨肥浓	1
肝胆照人	1
感今思昔	1
钢浇铁铸	1
高不凑低不就	1
高材捷足	1
高枕安寝	1
高高在上	2
高节清风	1
高顾遐视	1
割肚牵肠	1
革故立新	1
革旧从新	1
格杀弗论	0
隔壁撺椽	2
根盘蒂结	1
公正不阿	1
公报私仇	2
功成骨枯	2
供不应求	1
拱手听命	2
狗心狗行	2
狗追耗子	2
狗盗鸡鸣	2
狗续貂尾	2
铁幕	2
听信	2
偷袭	2
头难	2
图谋	2
土狗子	2
推进	1
推选	1
权谋	0
劝化	0
确守	1
染病	0
饶命	0
热呼	0
人道主义	1
人民政府	0
人生哲学	0
人治	1
认帐	1
纫佩	1
戎行	0
容克地主	2
冗官	1
肉中刺	2
儒家	0
入定	1
软化	0
润格	0
私娼	2
私情	2
思乡	1
诉苦	2
太平	1
行不苟合	1
行若狗彘	2
形影相对	1
胸有成算	1
休戚与共	1
雪窗萤火	1
牙签锦轴	1
言芳行洁	1
研精毕智	1
掩耳偷铃	2
燕燕莺莺	1
扬葩振藻	1
夭桃穠李	1
冶叶倡条	1
逸韵高致	1
牢狱	2
老脸	2
乐园	1
泪液	0
冷不防	0
离格儿	2
立功赎罪	1
长叹	2
倡议	1
超度	1
超支	2
沉沧	2
成亲	1
惩治	2
吃得来	1
吃请	1
赤霉病	2
闹意见	2
牛角尖	2
恇怯不前	2
舌挢不下	2
畏敌如虎	2
迷恋骸骨	2
情天孽海	1
相依为命	1
偷寒送暖	1
狭路相逢	2
仇人相见，分外眼红	2
感慨系之	1
心烦技痒	1
丝思发怨	1
娓娓而谈	1
要而言之	1
唇焦舌敝	2
闭口无言	0
妇姑勃谿	2
好说歹说	0
药石之言	1
强作解人	1
喷有烦言	1
史弟阋于墙	2
倾肠倒肚	1
博土买驴	2
相提并论	2
吹大法螺	2
异端邪说	2
意在言外	2
安然举首	1
严以律己，宽以待人	1
心小志大	1
自食其力	1
不避斧铽	1
寒花晚节	1
俭可养廉	1
天人共鉴	1
笔扫千军	1
避面尹邢	0
辨如悬河	1
膘肥体壮	1
别树一旗	1
冰魂素魄	1
兵藏武库，马入华山	1
拨草瞻风	1
伯乐一顾	1
擘两分星	1
不打自招	0
不自满假	1
不易之论	1
不知痛痒	2
不值一笑	2
不偏不党	1
不测之罪	2
不蔓不支	1
不学无识	2
不磷不缁	1
不识泰山	2
步步生莲华	1
材大难用	0
材薄质衰	0
残花败柳	0
操戈同室	2
插科打诨	0
禅世雕龙	1
长才短驭	0
长念卻虑	0
黯然	2
巴儿狗	2
罢工	0
罢职	2
摆样子	2
拜辞	1
拜堂	1
半吊子	2
帮倒忙	2
棒儿香	1
包赔	0
彩风随鸦	2
文君新醮	1
带牛佩犊	1
单鹄寡凫	2
雨淋日炙	2
云程发轫	1
玉楼赴召	2
优患余生	2
艰难竭蹶	2
衣食不周	2
粟红贯朽	1
红颜薄命	2
虱处裈中	2
茫然	2
美人	1
糜费	2
够瞧的	0
扁平足	2
便于	1
变色	2
变种	2
辩难	2
瘭疽	2
别是	2
摈斥	2
冰窖	2
兵乱	2
并重	1
病笃	2
病粒	2
病原体	2
波涛	2
驳倒	1
薄命	2
补正	2
不得已	2
不患	1
不快	2
不平等条约	2
不是	2
不稳平衡	2
不旋踵	2
风行电掣	1
风兵草甲	0
风雨飘飖	0
逢机立断	1
凤表龙姿	1
凤翥鸾回	1
凤仪兽舞	1
奉如神明	1
否往泰来	1
肤粟股栗	2
扶老携幼	1
浮石沉木	2
浮云蔽日	2
抚今追昔	0
拊心泣血	0
俛拾地芥	0
负土成坟	1
负屈衔冤	0
负德孤恩	2
附肤落毛	2
富国强民	1
腹有鳞甲	2
改行自新	1
干名采誉	2
乾脆利落	1
甘棠遗爱	1
肝胆涂地	1
感今怀昔	1
高人逸士	1
高自位置	1
高见远识	1
高官厚禄	1
高情逸兴	1
高义薄云天	1
膏脣岐舌	2
歌声绕梁	1
革面革心	1
革旧图新	1
格高意远	1
各人自扫门前雪，莫管他家瓦上霜	2
更进一竿	1
公平无私	1
公买公卖	1
攻其一点，不及其馀	2
躬冒矢石	1
共挽鹿车	1
狗血淋头	0
狗拿耗子	2
狗头鼠脑	2
沽名干誉	2
献丑	0
献疑	0
相好	1
详明	0
响马	2
向日	0
宵小	2
消受	0
淆杂	0
小人	2
效力	0
笑谈	0
斜楞	2
烧伤	2
舍间	1
申饬	1
身故	2
深入	1
神人	1
神异	1
升迁	1
生气	2
声誉	1
盛服	1
失禁	2
失明	2
失时	2
失言	2
破案	0
破涕	0
仆仆	0
铺垫	0
朴茂	1
凄厉	0
蹊跷	0
其实	0
奇勋	1
旗手	1
岂非	0
起开	0
起义	0
气味	2
弃绝	0
器识	1
千里眼	1
牵制	0
前列	0
乾坤	0
面色如土	0
面是背非	2
妙绝时人	1
民康物阜	1
名公钜人	1
明人不做暗事	1
明火执械	2
鸣雁直木	1
谬妄无稽	2
磨礲淬励	0
目不见睫	2
目指气使	2
目无馀子	2
目瞪口僵	0
暮翠朝红	2
南郭处士	2
能上能下	1
能写会算	1
你追我趕	1
黏皮带骨	2
鸟惊鱼骇	2
凝脂点漆	1
弄眉挤眼	2
怕死贪生	2
槃木朽株	2
朋比作奸	2
写意	1
谢词	1
谢孝	0
心潮	0
心盛	0
新陈代谢	1
新年	0
信念	1
兴头儿上	0
行径	2
幸甚	0
虚礼	0
絮语	2
浸沉	0
精神病	2
正面人物	1
半截入土	0
国色天姿	1
驿寄梅花	1
意气用事	2
因陋就寡	2
殷浩书空	0
淫言狎语	2
托病	2
拖欠	2
挖墙脚	2
顽健	1
王道	1
违拗	2
各不相谋	2
焚林而猎	2
亲痛仇快	2
如堕五里雾中	2
错认颜标	2
一物不知	2
瓮天之见	2
东扶西例	2
姑妄听之	2
长夜之饮	1
拳打脚踢	2
相机行事	1
因风吹火	1
租心浮气	2
一推六二五	2
成竹在胸	1
中立不倚	1
一朝权在手，便把令来行	2
举一废百	2
日中必熭	2
食之无味，弃之可惜	2
献可替否	1
袭人故智	2
依流平进	2
勇而无谋	2
地主之谊	1
冷谈	2
束之高阁	2
想望风采	1
傲一天和尚撞一天钟	2
不值一顾	2
自信不疑	1
委屈求全	2
依附	2
不通水火	2
笔下超生	1
不劣方头	2
抓尖要强	1
滔滔	1
逃匿	2
淘神	2
特产	1
天才论	2
天堂	1
天子	1
挑眼	2
炽燥	2
吹大气	2
摧枯拉腐	1
存十一於千百	2
寸长尺短	2
打拱作揖	1
大好河山	1
大逆无道	2
大笔如椽	1
大兴土木	2
带水拖泥	2
戴天蹐地	1
戴圆履方	1
单刀赴会	1
躭惊受怕	0
胆大心小	1
胆丧魂消	2
诞妄不经	2
弹冠结绶	1
刀俎馀生	0
倒因为果	2
蹈仁履义	1
道西说东	2
道骨仙风	1
道貌凛然	1
道头知尾	1
得手应心	1
德薄能鲜	0
低心下意	0
砥节厉行	1
地老天荒	1
雕心鹰爪	2
彫虫小技	2
雕虫薄技	2
调脣弄舌	2
跌脚捶胸	2
鲽离鹣背	2
丢盔抛甲	2
东央西告	0
东南之秀	1
东窗事犯	2
花样	2
坏处	2
黄毛丫头	2
恍然	0
回头	1
鹘突	2
鼓掌	0
光荣	1
刺激性毒剂	2
从军	1
粗腿病	2
错觉	0
打气	1
大国主义	2
震慑	0
莺俦燕侣	1
至圣至明	1
绝代佳人	1
倾城倾国	1
秀外愿中	1
正品	1
直溜	1
衷心	1
哄堂大笑	1
嫣然一笑	1
目光如豆	2
视而不见，听而不闻	2
豆重榆瞑	2
精疲力竭	2
春露秋霜	2
只鸡絮酒	2
白日做梦	2
百辞莫辩	2
郁郁寡欢	2
大惑不解	2
归心如箭	2
一锹掘个井	2
靦颜人世	2
少壮不努力，老大徒伤悲	2
内视反听	2
何去何从	2
乘兴而来	2
惊喜若狂	1
笑容可掬	1
求仁得仁	1
痫入骨髓	2
宝书	1
报应	2
暴洪	2
悲观主义	2
背约	2
奔头儿	1
崩落	2
匕首	2
必定	1
毙命	2
边式	1
贬谪	2
悟道	0
奚幸	0
翕然	0
洗练	0
喜联	0
戏谑	0
瞎炮	0
下凡	0
下药	2
先人	0
鲜红	0
闲逛	0
闲习	0
显摆	2
显证	0
险些	0
现形	2
弱冠	1
洒扫	1
散闷	1
丧偶	2
扫墓	2
森然	2
傻乐	1
潸然	2
善举	1
伤兵	2
伤员	2
赏赐	1
上报	1
上坟	1
上人	1
紧急集合	0
惊动	0
局促	0
干将	1
冀望	1
恝置	0
嫁祸	2
贱人	2
批风抹月	1
披裘负薪	1
偏乡僻壤	2
飘茵堕溷	2
贫嘴恶舌	2
破玩意兒	2
破脑刳心	1
剖毫析芒	0
七步成章	1
妻梅子鹤	1
奇谈怪论	2
骑扬州鹤	2
骑驴吟灞上	1
棋输先著	2
杞国之忧	2
气壮河山	1
气谊相投	1
弃好背盟	2
弃伪从真	1
洽闻强记	1
千古绝调	1
千里姻缘使线牵	0
千金一刻	1
千秋人物	1
千载一弹	1
千头万绪	0
迁善远罪	1
谦躬下士	1
前言往行	0
钱可通神	2
潜精积思	1
名节	1
名手	1
磨砺	1
默祷	1
纳降	1
猗猗	1
遗毒	2
义师	1
艺术家	1
因果报应	0
应卯	2
裕如	1
元老	1
圆场	1
援助	1
愿望	1
岳家	1
允洽	1
晕池	2
灾患	2
赞歌	1
糟害	2
增长	1
憎称	2
腹背受敌	2
生死存亡	2
覆巢无完卵	2
水火兵虫	2
活龙活现	1
龟毛兔角	2
智者千虑，必有一失 	1
多行不义必自毙	1
生死骨肉	1
奔走呼号	2
交口称誉　	1
人地生疏　	2
握手言欢　	1
长命富贵　	1
末学肤受　	2
万寿无疆　	1
珠玉在侧　	1
十风五雨	1
穷山恶水	2
芝兰之室	1
悬崖峭壁	2
千山万水	2
咫尺千里	2
千回百转	2
金碧辉煌	1
干云蔽日	1
不义之财	2
隋侯之珠	1
轻于鸿毛	2
物华天宝	1
千回百折	2
旷日持久	2
布氏杆菌病	2
彩虹	1
残局	2
插嘴	2
搀杂	2
引吭高歌	0
引绳切墨	1
饮冰茹蘖	1
隐若敌国	1
莺飞燕舞	0
鹰瞵虎视	2
营营苟苟	2
应付裕如	1
佣中佼佼	1
优游卒岁	0
悠游自得	0
游蜂浪蝶	2
游手偷闲	2
